Id,Season,HomeTeam,HomePoints,AwayTeam,AwayPoints,PointDiff
401403943,2022,Ole Miss,24,Alabama,30,6
401415657,2022,Tulane,31,UCF,38,7
401404037,2022,Oregon,34,Washington,37,3
401415258,2022,Colorado State,13,Wyoming,14,1
401404113,2022,Texas,10,TCU,17,7
401426371,2022,Coastal Carolina,26,Southern Miss,23,3
401411164,2022,Wake Forest,34,North Carolina,36,2
401403940,2022,Auburn,13,Texas A&M,10,3
401404034,2022,UCLA,28,Arizona,34,6
401415257,2022,Hawai'i,34,Utah State,41,7
401416642,2022,Toledo,35,Bowling Green,42,7
401416644,2022,Kent State,24,Eastern Michigan,31,7
401416646,2022,Northern Illinois,23,Miami (OH),29,6
401416645,2022,Central Michigan,10,Western Michigan,12,2
401415659,2022,Tulsa,48,South Florida,42,6
401415661,2022,UCF,14,Navy,17,3
401411169,2022,Pittsburgh,28,Duke,26,2
401404165,2022,Liberty,22,Virginia Tech,23,1
401405143,2022,Purdue,17,Northwestern,9,8
401405142,2022,Nebraska,14,Wisconsin,15,1
401405146,2022,Michigan State,31,Indiana,39,8
401405145,2022,Michigan,19,Illinois,17,2
401404114,2022,Baylor,28,TCU,29,1
401403955,2022,Vanderbilt,31,Florida,24,7
401426378,2022,James Madison,42,Georgia State,40,2
401426608,2022,Charlotte,26,Louisiana Tech,21,5
401426379,2022,Southern Miss,20,South Alabama,27,7
401405141,2022,Minnesota,10,Iowa,13,3
401426380,2022,Texas State,16,Arkansas State,13,3
401411168,2022,North Carolina,17,Georgia Tech,21,4
401404041,2022,California,27,Stanford,20,7
401415261,2022,Wyoming,17,Boise State,20,3
401404115,2022,Iowa State,10,Texas Tech,14,4
401404044,2022,UCLA,45,USC,48,3
401415265,2022,Utah State,35,San José State,31,4
401404043,2022,Oregon,20,Utah,17,3
401415266,2022,Hawai'i,31,UNLV,25,6
401416648,2022,Miami (OH),18,Ball State,17,1
401403956,2022,Ole Miss,22,Mississippi State,24,2
401415665,2022,Cincinnati,24,Tulane,27,3
401416651,2022,Western Michigan,20,Toledo,14,6
401404045,2022,Arizona,38,Arizona State,35,3
401403961,2022,Missouri,29,Arkansas,27,2
401411172,2022,North Carolina,27,NC State,30,3
401405148,2022,Iowa,17,Nebraska,24,7
401404046,2022,California,28,UCLA,35,7
401403958,2022,Florida State,45,Florida,38,7
401403962,2022,Clemson,30,South Carolina,31,1
401426615,2022,Florida Atlantic,31,Western Kentucky,32,1
401426390,2022,Marshall,28,Georgia State,23,5
401426389,2022,South Alabama,27,Old Dominion,20,7
401404123,2022,Oklahoma State,19,West Virginia,24,5
401415664,2022,Temple,46,East Carolina,49,3
401416653,2022,Buffalo,27,Kent State,30,3
401426617,2022,North Texas,21,Rice,17,4
401404047,2022,Oregon State,38,Oregon,34,4
401426618,2022,UTSA,34,UTEP,31,3
401415666,2022,SMU,34,Memphis,31,3
401411174,2022,Duke,34,Wake Forest,31,3
401405150,2022,Wisconsin,16,Minnesota,23,7
401415272,2022,UNLV,27,Nevada,22,5
401426614,2022,Florida International,28,Middle Tennessee,33,5
401426382,2022,Georgia Southern,51,App State,48,3
401415667,2022,South Florida,39,UCF,46,7
401404122,2022,Texas Tech,51,Oklahoma,48,3
401415668,2022,Houston,30,Tulsa,37,7
401506450,2022,Buffalo,23,Akron,22,1
401437030,2022,TCU,28,Kansas State,31,3
401404145,2022,Army,20,Navy,17,3
401441993,2022,UAB,24,Miami (OH),20,4
401441994,2022,Troy,18,UTSA,12,6
401441997,2022,BYU,24,SMU,23,1
401442001,2022,Boise State,35,North Texas,32,3
401442006,2022,Toledo,21,Liberty,19,2
401442042,2022,Houston,23,Louisiana,16,7
401442009,2022,San Diego State,23,Middle Tennessee,25,2
401442037,2022,Bowling Green,19,New Mexico State,24,5
401441998,2022,Buffalo,23,Georgia Southern,21,2
401442005,2022,Oklahoma State,17,Wisconsin,24,7
401442030,2022,Arkansas,55,Kansas,53,2
401470891,2022,North Carolina,27,Oregon,28,1
401442032,2022,Minnesota,28,Syracuse,20,8
401442033,2022,Florida State,35,Oklahoma,32,3
401442034,2022,Washington,27,Texas,20,7
401442035,2022,NC State,12,Maryland,16,4
401443542,2022,UCLA,35,Pittsburgh,37,2
401442036,2022,South Carolina,38,Notre Dame,45,7
401443543,2022,Wyoming,27,Ohio,30,3
401442016,2022,Michigan,45,TCU,51,6
401442015,2022,Georgia,42,Ohio State,41,1
401442013,2022,USC,45,Tulane,46,1
401520145,2023,Jacksonville State,17,UTEP,14,3
401532392,2023,San Diego State,20,Ohio,13,7
401520147,2023,Vanderbilt,35,Hawai'i,28,7
401520146,2023,Louisiana Tech,22,Florida International,17,5
401531834,2023,Georgia State,42,Rhode Island,35,7
401520148,2023,Minnesota,13,Nebraska,10,3
401523987,2023,Arizona State,24,Southern Utah,21,3
401525462,2023,Georgia Tech,34,Louisville,39,5
401525464,2023,Boston College,24,Northern Illinois,27,3
401523994,2023,TCU,42,Colorado,45,3
401520170,2023,Purdue,35,Fresno State,39,4
401531387,2023,Temple,24,Akron,21,3
401531838,2023,Marshall,21,UAlbany,17,4
401520153,2023,Florida International,14,Maine,12,2
401525819,2023,Houston,17,UTSA,14,3
401520175,2023,UL Monroe,17,Army,13,4
401520155,2023,Illinois,30,Toledo,28,2
401525825,2023,Wyoming,35,Texas Tech,33,2
401532571,2023,San Diego State,36,Idaho State,28,8
401525490,2023,Boston College,31,Holy Cross,28,3
401525498,2023,Virginia,35,James Madison,36,1
401520215,2023,Virginia Tech,17,Purdue,24,7
401523999,2023,Baylor,13,Utah,20,7
401532396,2023,Central Michigan,45,New Hampshire,42,3
401532397,2023,Northern Illinois,11,Southern Illinois,14,3
401531395,2023,UTSA,20,Texas State,13,7
401520194,2023,Iowa State,13,Iowa,20,7
401525495,2023,North Carolina,40,App State,34,6
401531842,2023,Old Dominion,38,Louisiana,31,7
401531419,2023,Florida Atlantic,10,Ohio,17,7
401532401,2023,Buffalo,37,Fordham,40,3
401532399,2023,Akron,24,Morgan State,21,3
401520189,2023,Florida International,46,North Texas,39,7
401525496,2023,Pittsburgh,21,Cincinnati,27,6
401525831,2023,Rice,43,Houston,41,2
401524002,2023,Texas Tech,30,Oregon,38,8
401525827,2023,Boise State,16,UCF,18,2
401520206,2023,Missouri,23,Middle Tennessee,19,4
401520205,2023,Mississippi State,31,Arizona,24,7
401532574,2023,Fresno State,34,Eastern Washington,31,3
401520186,2023,California,10,Auburn,14,4
401531428,2023,Memphis,28,Navy,24,4
401531396,2023,UTSA,29,Army,37,8
401520230,2023,Indiana,14,Louisville,21,7
401525500,2023,Boston College,29,Florida State,31,2
401525838,2023,Ohio,10,Iowa State,7,3
401525504,2023,Old Dominion,24,Wake Forest,27,3
401520236,2023,Missouri,30,Kansas State,27,3
401526834,2023,Eastern Michigan,19,Massachusetts,17,2
401520246,2023,UConn,17,Florida International,24,7
401520229,2023,Louisiana Tech,37,North Texas,40,3
401520247,2023,UNLV,40,Vanderbilt,37,3
401525835,2023,Cincinnati,24,Miami (OH),31,7
401532403,2023,Toledo,21,San José State,17,4
401531848,2023,Troy,14,James Madison,16,2
401520220,2023,Arkansas,31,BYU,38,7
401524010,2023,Stanford,23,Sacramento State,30,7
401524007,2023,Colorado,43,Colorado State,35,8
401525837,2023,Nevada,24,Kansas,31,7
401525505,2023,Virginia,21,NC State,24,3
401532583,2023,San Diego State,31,Boise State,34,3
401525507,2023,Clemson,24,Florida State,31,7
401525511,2023,Marshall,24,Virginia Tech,17,7
401520271,2023,Troy,27,Western Kentucky,24,3
401531338,2023,Northern Illinois,14,Tulsa,22,8
401525850,2023,West Virginia,20,Texas Tech,13,7
401531873,2023,Old Dominion,10,East Texas A&M,9,1
401526835,2023,Massachusetts,31,New Mexico,34,3
401520255,2023,Illinois,23,Florida Atlantic,17,6
401524017,2023,Utah,14,UCLA,7,7
401525846,2023,Iowa State,34,Oklahoma State,27,7
401531876,2023,South Alabama,30,Central Michigan,34,4
401524016,2023,Stanford,20,Arizona,21,1
401531874,2023,Arkansas State,44,Southern Miss,37,7
401524019,2023,Washington State,38,Oregon State,35,3
401520258,2023,LSU,34,Arkansas,31,3
401531870,2023,Wyoming,22,App State,19,3
401520262,2023,Middle Tennessee,23,Colorado State,31,8
401520259,2023,Missouri,34,Memphis,27,7
401520256,2023,Indiana,29,Akron,27,2
401521330,2023,Notre Dame,14,Ohio State,17,3
401520267,2023,South Carolina,37,Mississippi State,30,7
401520264,2023,Northwestern,37,Minnesota,34,3
401531875,2023,Louisiana,45,Buffalo,38,7
401531872,2023,Utah State,38,James Madison,45,7
401520253,2023,Hawai'i,20,New Mexico State,17,3
401520276,2023,Sam Houston,28,Jacksonville State,35,7
401525512,2023,NC State,10,Louisville,13,3
401525851,2023,BYU,35,Cincinnati,27,8
401520292,2023,UConn,33,Utah State,34,1
401524023,2023,Colorado,41,USC,48,7
401531880,2023,James Madison,31,South Alabama,23,8
401532412,2023,Akron,10,Buffalo,13,3
401532410,2023,Central Michigan,26,Eastern Michigan,23,3
401525513,2023,Boston College,27,Virginia,24,3
401524022,2023,California,24,Arizona State,21,3
401531881,2023,Marshall,41,Old Dominion,35,6
401520280,2023,Auburn,20,Georgia,27,7
401532411,2023,Toledo,35,Northern Illinois,33,2
401525856,2023,UCF,35,Baylor,36,1
401531429,2023,Memphis,35,Boise State,32,3
401520288,2023,Ole Miss,55,LSU,49,6
401531414,2023,Rice,24,East Carolina,17,7
401525438,2023,Duke,14,Notre Dame,21,7
401531882,2023,UL Monroe,40,App State,41,1
401525853,2023,TCU,21,West Virginia,24,3
401524021,2023,Arizona,24,Washington,31,7
401520296,2023,Liberty,21,Sam Houston,16,5
401520295,2023,Louisiana Tech,28,Western Kentucky,35,7
401525857,2023,Oklahoma State,29,Kansas State,21,8
401525861,2023,Texas,30,Oklahoma,34,4
401520298,2023,Army,24,Boston College,27,3
401525521,2023,NC State,48,Marshall,41,7
401524028,2023,UCLA,25,Washington State,17,8
401520306,2023,Northwestern,23,Howard,20,3
401531433,2023,Navy,27,North Texas,24,3
401520302,2023,Iowa,20,Purdue,14,6
401525517,2023,Clemson,17,Wake Forest,12,5
401531884,2023,Louisiana,34,Texas State,30,4
401520310,2023,Texas A&M,20,Alabama,26,6
401520309,2023,Rice,31,UConn,38,7
401531340,2023,Florida Atlantic,20,Tulsa,17,3
401524026,2023,Arizona State,24,Colorado,27,3
401531886,2023,Southern Miss,13,Old Dominion,17,4
401520308,2023,Ole Miss,27,Arkansas,20,7
401532591,2023,Wyoming,24,Fresno State,19,5
401525519,2023,Miami,20,Georgia Tech,23,3
401532592,2023,Boise State,35,San José State,27,8
401524025,2023,USC,43,Arizona,41,2
401520313,2023,Middle Tennessee,31,Louisiana Tech,23,8
401531888,2023,App State,24,Coastal Carolina,27,3
401525862,2023,Houston,41,West Virginia,39,2
401532594,2023,Utah State,32,Fresno State,37,5
401524029,2023,Colorado,43,Stanford,46,3
401520324,2023,Rutgers,27,Michigan State,24,3
401520316,2023,Alabama,24,Arkansas,21,3
401532419,2023,Ball State,6,Toledo,13,7
401520326,2023,Tennessee,20,Texas A&M,13,7
401532420,2023,Central Michigan,17,Akron,10,7
401520325,2023,South Carolina,39,Florida,41,2
401524034,2023,Washington,36,Oregon,33,3
401525864,2023,Oklahoma State,39,Kansas,32,7
401520320,2023,Maryland,24,Illinois,27,3
401531891,2023,Texas State,21,UL Monroe,20,1
401532598,2023,Air Force,34,Wyoming,27,7
401532593,2023,Colorado State,31,Boise State,30,1
401532595,2023,Hawai'i,34,San Diego State,41,7
401520330,2023,Liberty,42,Middle Tennessee,35,7
401520329,2023,Jacksonville State,20,Western Kentucky,17,3
401520331,2023,Sam Houston,27,Florida International,33,6
401525871,2023,Oklahoma,31,UCF,29,2
401525868,2023,Cincinnati,29,Baylor,32,3
401532428,2023,Ohio,20,Western Michigan,17,3
401520334,2023,Arkansas,3,Mississippi State,7,4
401520343,2023,Ohio State,20,Penn State,12,8
401531406,2023,East Carolina,7,Charlotte,10,3
401520344,2023,UConn,21,South Florida,24,3
401532425,2023,Ball State,24,Central Michigan,17,7
401532426,2023,Northern Illinois,20,Eastern Michigan,13,7
401520338,2023,Iowa,10,Minnesota,12,2
401525532,2023,Wake Forest,21,Pittsburgh,17,4
401520336,2023,Illinois,21,Wisconsin,25,4
401520342,2023,Nebraska,17,Northwestern,9,8
401531372,2023,Tulane,35,North Texas,28,7
401525869,2023,Houston,24,Texas,31,7
401532427,2023,Miami (OH),17,Toledo,21,4
401525531,2023,North Carolina,27,Virginia,31,4
401532599,2023,UNLV,25,Colorado State,23,2
401520335,2023,Auburn,21,Ole Miss,28,7
401531895,2023,Old Dominion,28,App State,21,7
401531897,2023,Louisiana,17,Georgia State,20,3
401524037,2023,USC,32,Utah,34,2
401525529,2023,Miami,28,Clemson,20,8
401532601,2023,San Diego State,0,Nevada,6,6
401524038,2023,Washington,15,Arizona State,7,8
401520345,2023,Louisiana Tech,24,New Mexico State,27,3
401520348,2023,Sam Houston,34,UTEP,37,3
401520351,2023,Boston College,21,UConn,14,7
401525874,2023,Kansas,38,Oklahoma,33,5
401520349,2023,Army,14,Massachusetts,21,7
401520356,2023,Northwestern,33,Maryland,27,6
401525534,2023,NC State,24,Clemson,17,7
401531430,2023,North Texas,42,Memphis,45,3
401525538,2023,Miami,29,Virginia,26,3
401524041,2023,California,49,USC,50,1
401531373,2023,Rice,28,Tulane,30,2
401520353,2023,Kentucky,27,Tennessee,33,6
401525537,2023,Georgia Tech,46,North Carolina,42,4
401531900,2023,James Madison,30,Old Dominion,27,3
401524039,2023,Arizona,27,Oregon State,24,3
401532606,2023,Fresno State,31,UNLV,24,7
401532433,2023,Central Michigan,37,Northern Illinois,31,6
401532435,2023,Bowling Green,24,Ball State,21,3
401532436,2023,Akron,31,Kent State,27,4
401525879,2023,Texas Tech,35,TCU,28,7
401525539,2023,Duke,24,Wake Forest,21,3
401525540,2023,Syracuse,10,Boston College,17,7
401520374,2023,Ole Miss,38,Texas A&M,35,3
401525441,2023,Clemson,31,Notre Dame,23,8
401520369,2023,Michigan State,20,Nebraska,17,3
401520363,2023,Florida,36,Arkansas,39,3
401520365,2023,Indiana,20,Wisconsin,14,6
401525884,2023,Texas,33,Kansas State,30,3
401525451,2023,Sam Houston,24,Kennesaw State,21,3
401531383,2023,UAB,45,Florida Atlantic,42,3
401531399,2023,North Texas,29,UTSA,37,8
401531374,2023,East Carolina,10,Tulane,13,3
401531907,2023,Old Dominion,24,Coastal Carolina,28,4
401525881,2023,Cincinnati,26,UCF,28,2
401525880,2023,Baylor,24,Houston,25,1
401520373,2023,Northwestern,7,Iowa,10,3
401525883,2023,Oklahoma State,27,Oklahoma,24,3
401520370,2023,Minnesota,26,Illinois,27,1
401531343,2023,Tulsa,26,Charlotte,33,7
401520372,2023,New Mexico State,13,Middle Tennessee,7,6
401525882,2023,Iowa State,21,Kansas,28,7
401532612,2023,San Diego State,24,Utah State,32,8
401531440,2023,Rice,31,SMU,36,5
401520378,2023,UTEP,13,Western Kentucky,21,8
401524050,2023,Washington State,7,Stanford,10,3
401524046,2023,Colorado,19,Oregon State,26,7
401532608,2023,Fresno State,37,Boise State,30,7
401532437,2023,Northern Illinois,17,Ball State,20,3
401525546,2023,Louisville,31,Virginia,24,7
401531911,2023,Louisiana,31,Southern Miss,34,3
401520383,2023,Illinois,48,Indiana,45,3
401520381,2023,Army,17,Holy Cross,14,3
401531393,2023,South Florida,27,Temple,23,4
401531344,2023,Tulane,24,Tulsa,22,2
401525888,2023,Kansas,13,Texas Tech,16,3
401520392,2023,Nebraska,10,Maryland,13,3
401531408,2023,Charlotte,38,Memphis,44,6
401524052,2023,Colorado,31,Arizona,34,3
401524056,2023,Washington,35,Utah,28,7
401525550,2023,Florida State,27,Miami,20,7
401531912,2023,Coastal Carolina,31,Texas State,23,8
401524051,2023,California,42,Washington State,39,3
401531916,2023,South Alabama,21,Arkansas State,14,7
401532617,2023,Colorado State,22,San Diego State,19,3
401531914,2023,Marshall,38,Georgia Southern,33,5
401525891,2023,TCU,26,Texas,29,3
401525549,2023,North Carolina,47,Duke,45,2
401532445,2023,Eastern Michigan,30,Akron,27,3
401532443,2023,Bowling Green,31,Toledo,32,1
401525553,2023,Pittsburgh,24,Boston College,16,8
401520403,2023,Army,28,Coastal Carolina,21,7
401525558,2023,Miami,31,Louisville,38,7
401520405,2023,Indiana,21,Michigan State,24,3
401520410,2023,Maryland,24,Michigan,31,7
401520414,2023,Northwestern,23,Purdue,15,8
401525893,2023,BYU,24,Oklahoma,31,7
401531431,2023,Memphis,34,SMU,38,4
401531918,2023,James Madison,23,App State,26,3
401520411,2023,Middle Tennessee,34,UTEP,30,4
401525555,2023,Virginia,30,Duke,27,3
401531345,2023,Tulsa,28,North Texas,35,7
401531921,2023,Troy,31,Louisiana,24,7
401525559,2023,Virginia Tech,28,NC State,35,7
401520423,2023,Western Kentucky,28,Sam Houston,23,5
401532624,2023,Air Force,27,UNLV,31,4
401520406,2023,Iowa,15,Illinois,13,2
401525898,2023,Texas Tech,24,UCF,23,1
401531917,2023,Georgia Southern,17,Old Dominion,20,3
401525896,2023,Kansas,27,Kansas State,31,4
401524060,2023,Oregon State,20,Washington,22,2
401520413,2023,Missouri,33,Florida,31,2
401520422,2023,Wisconsin,24,Nebraska,17,7
401520418,2023,South Carolina,17,Kentucky,14,3
401532622,2023,Fresno State,17,New Mexico,25,8
401520425,2023,Nebraska,10,Iowa,13,3
401532629,2023,New Mexico,41,Utah State,44,3
401532625,2023,Boise State,27,Air Force,19,8
401532454,2023,Ball State,15,Miami (OH),17,2
401520432,2023,Louisville,31,Kentucky,38,7
401520434,2023,Michigan,30,Ohio State,24,6
401520438,2023,Purdue,35,Indiana,31,4
401520440,2023,Sam Houston,23,Middle Tennessee,20,3
401531421,2023,Rice,24,Florida Atlantic,21,3
401525563,2023,Syracuse,35,Wake Forest,31,4
401531925,2023,Old Dominion,25,Georgia State,24,1
401531386,2023,North Texas,45,UAB,42,3
401531346,2023,East Carolina,27,Tulsa,29,2
401524067,2023,Utah,23,Colorado,17,6
401532628,2023,UNLV,31,San José State,37,6
401520427,2023,Auburn,24,Alabama,27,3
401525905,2023,Oklahoma State,40,BYU,34,6
401520431,2023,Illinois,43,Northwestern,45,2
401520437,2023,New Mexico State,20,Jacksonville State,17,3
401524068,2023,Washington,24,Washington State,21,3
401525902,2023,Baylor,31,West Virginia,34,3
401531928,2023,Texas State,52,South Alabama,44,8
401520430,2023,Georgia Tech,23,Georgia,31,8
401525904,2023,Kansas State,35,Iowa State,42,7
401532626,2023,Hawai'i,27,Colorado State,24,3
401539475,2023,Washington,34,Oregon,31,3
401539483,2023,Alabama,27,Georgia,24,3
401520445,2023,Army,17,Navy,11,6
401551751,2023,Louisiana,31,Jacksonville State,34,3
401551731,2023,App State,13,Miami (OH),9,4
401551469,2023,Old Dominion,35,Western Kentucky,38,3
401551741,2023,Northern Illinois,21,Arkansas State,19,2
401551739,2023,Duke,17,Troy,10,7
401551744,2023,Northwestern,14,Utah,7,7
401551756,2023,Minnesota,30,Bowling Green,24,6
401551749,2023,Oklahoma State,31,Texas A&M,23,8
401551762,2023,Miami,24,Rutgers,31,7
401551766,2023,Kentucky,35,Clemson,38,3
401554566,2023,Wyoming,16,Toledo,15,1
401551778,2023,LSU,35,Wisconsin,31,4
401551786,2023,Michigan,27,Alabama,20,7
401551788,2023,Washington,37,Texas,31,6
